date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2020-07-06,79.12,84.88,84.12,79.12,2806694.75,6.16,7.9,76.596,74.44,74.464,1480808.95,1081147.62,768716.84,2.59
2020-07-07,87.0,87.6,83.22,83.2,2222041.5,-0.9,-1.07,78.96,75.42,74.86,1834916.61,1239752.79,862328.54,2.05
2020-07-08,84.11,87.0,85.69,83.85,1696389.88,2.47,2.97,81.398,76.712,75.309,1980682.6,1342208.63,908799.31,1.57
2020-07-09,86.3,86.8,85.92,84.9,1424597.25,0.23,0.27,83.382,78.108,75.78,1970708.68,1406704.75,960603.33,1.32
2020-07-10,85.01,85.37,82.34,82.11,1466619.62,-3.58,-4.17,84.258,79.116,76.118,1923268.6,1492853.08,1016661.66,1.35
2020-07-13,81.91,83.66,82.36,81.51,1179515.75,0.02,0.02,83.906,80.251,76.525,1597832.8,1539320.87,1046331.78,1.09
2020-07-14,82.37,83.23,81.3,80.61,988557.94,-1.06,-1.29,83.522,81.241,76.882,1351136.09,1593026.35,1071346.74,0.91
2020-07-15,82.15,82.39,80.22,80.12,922767.94,-1.08,-1.33,82.428,81.913,77.266,1196411.7,1588547.15,1089919.95,0.85
2020-07-16,81.3,81.97,78.22,78.1,1318170.0,-2.0,-2.49,80.888,82.135,77.504,1175126.25,1572917.46,1138733.19,1.22
2020-07-17,79.0,79.39,78.02,77.31,875035.25,-0.2,-0.26,80.024,82.141,77.755,1056809.38,1490038.99,1166190.16,0.81
2020-07-20,79.05,82.82,82.8,79.05,1377547.75,4.78,6.13,80.112,82.009,78.225,1096415.78,1347124.29,1214135.95,1.27
2020-07-21,82.95,83.2,80.76,80.37,904774.81,-2.04,-2.46,80.004,81.763,78.592,1079659.15,1215397.62,1227575.2,0.84
2020-07-22,80.21,81.85,79.93,79.44,877513.25,-0.83,-1.03,79.946,81.187,78.95,1070608.21,1133509.96,1237859.29,0.81
2020-07-23,79.0,79.88,79.0,78.02,782100.44,-0.93,-1.16,80.102,80.495,79.302,963394.3,1069260.28,1237982.51,0.72
2020-07-24,78.88,78.89,77.0,76.38,1072693.38,-2.0,-2.53,79.898,79.961,79.539,1002925.93,1029867.65,1261360.37,0.99
2020-07-27,77.28,77.79,76.43,75.7,734799.0,-0.57,-0.74,78.624,79.368,79.81,874376.18,985395.98,1262358.42,0.68
2020-07-28,76.99,77.3,76.38,75.95,639858.69,-0.05,-0.07,77.748,78.876,80.059,821392.95,950526.05,1271776.2,0.59
2020-07-29,76.0,78.0,77.3,75.75,702865.25,0.92,1.21,77.222,78.584,80.249,786463.35,928535.78,1258541.47,0.65
2020-07-30,77.39,77.43,76.03,76.02,646243.25,-1.27,-1.64,76.628,78.365,80.25,759291.91,861343.11,1217130.29,0.6
2020-07-31,76.0,77.25,75.9,75.2,748520.44,-0.13,-0.17,76.408,78.153,80.147,694457.33,848691.63,1169365.31,0.69
2020-08-03,76.35,76.68,76.44,75.78,855247.62,0.54,0.71,76.41,77.517,79.763,718547.05,796461.61,1071792.95,0.79
2020-08-04,76.81,79.35,78.67,76.2,1481461.62,2.23,2.92,76.868,77.308,79.536,886867.64,854130.29,1034763.96,1.37
2020-08-05,77.94,77.95,77.13,76.6,787805.94,-1.54,-1.96,76.834,77.028,79.108,903855.77,845159.56,989334.76,0.73
2020-08-06,77.0,77.89,77.15,76.21,647563.0,0.02,0.03,77.058,76.843,78.669,904119.72,831705.82,950483.05,0.6
2020-08-07,76.96,77.67,76.33,76.01,549809.0,-0.82,-1.06,77.144,76.776,78.369,864377.44,779417.38,904642.52,0.51
2020-08-10,76.02,77.69,77.01,75.82,700073.25,0.68,0.89,77.258,76.834,78.101,833342.56,775944.81,880670.39,0.65
2020-08-11,77.45,78.68,76.77,76.51,775309.0,-0.24,-0.31,76.878,76.873,77.875,692112.04,789489.84,870007.94,0.72
2020-08-12,76.8,77.46,77.16,76.4,586012.62,0.39,0.51,76.884,76.859,77.722,651753.37,777804.57,853170.18,0.54
2020-08-13,77.5,77.6,76.6,76.51,421355.47,-0.56,-0.73,76.774,76.916,77.641,606511.87,755315.8,808329.45,0.39
2020-08-14,76.47,78.49,78.19,76.34,632473.69,1.59,2.08,77.146,77.145,77.649,623044.81,743711.12,796201.37,0.58
2020-08-17,78.23,82.57,81.1,78.23,1739400.12,2.91,3.72,77.964,77.611,77.564,830910.18,832126.37,814293.99,1.61
2020-08-18,80.8,80.9,79.75,79.4,842505.94,-1.35,-1.67,78.56,77.719,77.514,844349.57,768230.8,811180.55,0.78
2020-08-19,79.6,80.11,78.17,78.17,564733.81,-1.58,-1.98,78.762,77.823,77.426,840093.81,745923.59,795541.58,0.52
2020-08-20,78.1,78.1,77.6,77.15,498422.47,-0.57,-0.73,78.962,77.868,77.356,855507.21,731009.54,781357.68,0.46
2020-08-21,78.3,78.76,78.25,77.55,424459.31,0.65,0.84,78.974,78.06,77.418,813904.33,718474.57,748945.97,0.39
2020-08-24,78.95,79.0,77.8,77.63,472804.41,-0.45,-0.57,78.314,78.139,77.487,560585.19,695747.68,735846.25,0.44
2020-08-25,78.0,78.88,78.11,77.6,530479.44,0.31,0.4,77.986,78.273,77.573,498179.89,671264.73,730377.28,0.49
2020-08-26,78.0,78.05,76.8,76.6,542775.06,-1.31,-1.68,77.712,78.237,77.548,493788.14,666940.97,722372.77,0.5
2020-08-27,77.15,77.17,76.54,76.0,448833.59,-0.26,-0.34,77.5,78.231,77.574,483870.36,669688.78,712502.29,0.41
2020-08-28,76.47,78.21,77.89,75.85,765028.12,1.35,1.76,77.428,78.201,77.673,551984.12,682944.23,713327.67,0.71
2020-08-31,77.89,78.8,76.62,76.58,723129.75,-1.27,-1.63,77.192,77.753,77.682,602049.19,581317.19,706721.78,0.67
2020-09-01,76.08,76.59,76.38,76.0,471250.56,-0.24,-0.31,76.846,77.416,77.568,590203.42,544191.65,656211.23,0.44
2020-09-02,76.61,76.8,75.93,75.6,556376.69,-0.45,-0.59,76.672,77.192,77.508,592923.74,543355.94,644639.77,0.51
2020-09-03,75.99,76.42,75.39,75.15,599836.62,-0.54,-0.71,76.442,76.971,77.42,623124.35,553497.36,642253.45,0.55
2020-09-04,74.8,75.1,74.82,74.55,478255.75,-0.57,-0.76,75.828,76.628,77.344,565769.87,558877.0,638675.78,0.44
2020-09-07,74.82,76.25,75.06,74.75,633250.75,0.24,0.32,75.516,76.354,77.247,547794.07,574921.63,635334.66,0.58
2020-09-08,75.98,77.46,77.14,75.7,866030.06,2.08,2.77,75.668,76.257,77.265,626749.97,608476.7,639870.71,0.8
2020-09-09,76.38,77.55,76.48,76.33,523982.16,-0.66,-0.86,75.778,76.225,77.231,620271.07,606597.41,636769.19,0.48
2020-09-10,76.96,77.34,76.52,76.4,530354.38,0.04,0.05,76.004,76.223,77.227,606374.62,614749.48,642219.13,0.49
2020-09-11,76.41,77.5,77.21,76.16,462178.22,0.69,0.9,76.482,76.155,77.178,603159.11,584464.49,633704.36,0.43
2020-09-14,77.62,79.1,78.55,77.62,729991.88,1.34,1.74,77.18,76.348,77.051,622507.34,585150.71,583233.95,0.67
2020-09-15,78.55,80.48,79.91,77.55,1014350.44,1.36,1.73,77.734,76.701,77.059,652171.42,639460.7,591826.17,0.94
2020-09-16,79.29,79.49,78.6,78.44,467947.53,-0.51,-0.65,78.158,76.968,77.08,640964.49,630617.78,586986.86,0.43
2020-09-17,79.11,79.78,79.0,78.7,668306.44,0.4,0.51,78.654,77.329,77.15,668554.9,637464.76,595481.06,0.62
2020-09-18,79.6,83.06,82.89,79.48,1776007.75,3.89,4.92,79.79,78.136,77.382,931320.81,767239.96,663058.48,1.64
2020-09-21,82.9,83.08,80.93,80.93,845313.56,-1.96,-2.37,80.266,78.723,77.539,954385.14,788446.24,681683.94,0.78
2020-09-22,79.7,80.73,79.07,79.0,679381.5,-1.86,-2.3,80.098,78.916,77.587,887391.36,769781.39,689129.04,0.63
2020-09-23,79.5,79.57,78.56,78.44,362116.16,-0.51,-0.65,80.09,79.124,77.675,866225.08,753594.79,680096.1,0.33
2020-09-24,78.19,78.5,77.07,77.0,608372.88,-1.49,-1.9,79.704,79.179,77.701,854238.37,761396.64,688073.06,0.56
2020-09-25,77.86,77.88,77.59,77.0,356683.75,0.52,0.68,78.644,79.217,77.686,570373.57,750847.19,667655.84,0.33
2020-09-28,77.59,78.59,77.95,77.41,371773.72,0.36,0.46,78.048,79.157,77.753,475665.6,715025.37,650088.04,0.34
2020-09-29,78.49,78.5,76.8,76.7,519920.03,-1.15,-1.48,77.594,78.846,77.774,443773.31,665582.33,652521.51,0.48
2020-09-30,76.9,77.44,76.26,76.01,476257.72,-0.54,-0.7,77.134,78.612,77.79,466601.62,666413.35,648515.57,0.44
2020-10-09,77.27,78.45,77.9,77.26,474288.47,1.64,2.15,77.3,78.502,77.916,439784.74,647011.55,642238.16,0.44
2020-10-12,78.35,81.15,80.86,78.31,869928.81,2.96,3.8,77.954,78.299,78.218,542433.75,556403.66,661821.81,0.8
2020-10-13,80.67,81.85,81.38,79.96,564429.31,0.52,0.64,78.64,78.344,78.534,580964.87,528315.24,658380.74,0.52
2020-10-14,81.5,81.51,81.38,80.5,500395.56,0.0,0.0,79.556,78.575,78.746,577059.97,510416.64,640099.01,0.46
2020-10-15,81.4,82.86,81.4,81.3,555021.88,0.02,0.03,80.584,78.859,78.992,592812.81,529707.21,641651.0,0.51
2020-10-16,81.8,82.89,82.0,81.5,607032.81,0.6,0.74,81.404,79.352,79.266,619361.67,529573.21,645484.92,0.56
2020-10-19,82.67,84.38,81.85,81.81,917423.75,-0.15,-0.18,81.602,79.778,79.498,628860.66,585647.21,668247.2,0.85
2020-10-20,81.75,82.0,81.23,81.11,413185.81,-0.62,-0.76,81.572,80.106,79.632,598611.96,589788.42,652406.89,0.38
2020-10-21,81.75,82.58,82.4,81.27,492491.62,1.17,1.44,81.776,80.666,79.756,597031.17,587045.57,626313.95,0.45
2020-10-22,82.52,82.88,82.1,80.28,466970.88,-0.3,-0.36,81.916,81.25,79.931,579420.97,586116.89,626265.12,0.43
2020-10-23,82.12,84.83,83.5,82.12,938809.5,1.4,1.71,82.216,81.81,80.156,645776.31,632568.99,639790.27,0.87
2020-10-26,83.6,84.37,82.2,81.18,596325.31,-1.3,-1.56,82.286,81.944,80.122,581556.62,605208.64,580806.15,0.55
2020-10-27,81.78,82.2,81.07,81.0,559256.88,-1.13,-1.38,82.254,81.913,80.129,610770.84,604691.4,566503.32,0.52
2020-10-28,80.51,81.06,79.58,79.06,769796.81,-1.49,-1.84,81.69,81.733,80.154,666231.88,631631.53,571024.08,0.71
2020-10-29,78.08,79.89,78.66,78.02,727554.31,-0.92,-1.16,81.002,81.459,80.159,718348.56,648884.77,589295.99,0.67
2020-10-30,78.65,79.45,77.83,77.64,764598.69,-0.83,-1.05,79.868,81.042,80.197,683506.4,664641.36,597107.28,0.71
2020-11-02,78.5,78.81,77.23,77.01,638720.31,-0.6,-0.77,78.874,80.58,80.179,691985.4,636771.01,611209.11,0.59
2020-11-03,77.77,79.34,79.16,77.4,615432.81,1.93,2.5,78.492,80.373,80.24,703220.59,656995.71,623392.06,0.57
2020-11-04,78.78,79.85,79.5,78.6,434670.75,0.34,0.43,78.476,80.083,80.375,636195.37,651213.63,619129.6,0.4
2020-11-05,80.35,81.68,80.94,80.2,537095.25,1.44,1.81,78.932,79.967,80.609,598103.56,658226.06,622171.48,0.5
2020-11-06,81.1,81.75,81.3,80.52,510389.25,0.36,0.45,79.626,79.747,80.779,547261.67,615384.04,623976.52,0.47
2020-11-09,82.5,83.5,82.98,82.3,809965.44,1.68,2.07,80.776,79.825,80.885,581510.7,636748.05,620978.35,0.75
2020-11-10,84.24,84.75,83.2,83.05,789003.06,0.22,0.27,81.584,80.038,80.976,616224.75,659722.67,632207.03,0.73
2020-11-11,83.2,84.03,83.52,82.65,542825.31,0.32,0.39,82.388,80.432,81.083,637855.66,637025.52,634328.52,0.5
2020-11-12,83.75,84.47,82.27,81.8,490543.62,-1.25,-1.5,82.654,80.793,81.126,628545.34,613324.45,631104.61,0.45
2020-11-13,81.08,81.7,80.34,79.63,707942.38,-1.93,-2.35,82.462,81.044,81.043,668055.96,607658.82,636150.09,0.65
2020-11-16,80.69,83.26,83.1,80.69,701434.0,2.76,3.44,82.486,81.631,81.106,646349.67,613930.19,625350.6,0.65
2020-11-17,83.1,84.72,84.03,83.0,825063.94,0.93,1.12,82.652,82.118,81.246,653561.85,634893.3,645944.51,0.76
2020-11-18,84.4,86.18,85.37,84.33,969657.75,1.34,1.59,83.022,82.705,81.394,738928.34,688392.0,669802.81,0.9
2020-11-19,85.2,85.75,85.42,84.51,549005.19,0.05,0.06,83.652,83.153,81.56,750620.65,689582.99,673904.53,0.51
2020-11-20,85.3,85.31,84.54,83.9,452985.94,-0.88,-1.03,84.492,83.477,81.612,699629.36,683842.66,649613.35,0.42
2020-11-23,85.0,86.44,86.22,84.65,783775.81,1.68,1.99,85.116,83.801,81.813,716097.73,681223.7,658985.88,0.72
2020-11-24,86.3,86.99,85.0,84.69,499929.72,-1.22,-1.42,85.31,83.981,82.01,651070.88,652316.37,656019.52,0.46
2020-11-25,85.99,88.55,87.25,85.97,1223689.12,2.25,2.65,85.686,84.354,82.393,701877.16,720402.75,678714.13,1.13
2020-11-26,87.01,89.39,89.15,86.65,909240.12,1.9,2.18,86.432,85.042,82.918,773924.14,762272.4,687798.42,0.84
2020-11-27,89.5,90.26,90.1,88.51,747954.75,0.95,1.07,87.544,86.018,83.531,832917.9,766273.63,686966.23,0.69
2020-11-30,91.0,94.62,90.03,90.03,1539196.38,-0.07,-0.08,88.306,86.711,84.171,984002.02,850049.87,731990.03,1.42
2020-12-01,90.7,93.38,93.38,89.65,854206.0,3.35,3.72,89.982,87.646,84.882,1054857.27,852964.08,743928.69,0.79
2020-12-02,93.38,93.85,92.85,92.09,650688.19,-0.53,-0.57,91.102,88.394,85.55,940257.09,821067.12,754729.56,0.6
2020-12-03,92.79,93.43,91.87,91.21,509917.22,-0.98,-1.05,91.646,89.039,86.096,860392.51,817158.33,753370.66,0.47
2020-12-04,92.05,92.53,92.19,90.19,489295.03,0.32,0.35,92.064,89.804,86.641,808660.56,820789.23,752315.95,0.45
2020-12-07,92.78,92.98,90.38,89.02,627788.38,-1.81,-1.96,92.134,90.22,87.011,626378.96,805190.49,743207.1,0.58
2020-12-08,90.0,90.75,88.05,87.8,863339.62,-2.33,-2.58,91.068,90.525,87.253,628205.69,841531.48,746923.92,0.8
2020-12-09,88.5,89.48,87.87,87.79,525005.06,-0.18,-0.2,90.072,90.587,87.471,603069.06,771663.08,746032.91,0.48
2020-12-10,88.0,88.69,87.68,87.15,405752.97,-0.19,-0.22,89.234,90.44,87.741,582236.21,721314.36,741793.38,0.37
2020-12-11,88.5,88.9,86.1,85.46,714942.38,-1.58,-1.8,88.016,90.04,88.029,627365.68,718013.12,742143.38,0.66
2020-12-14,86.65,88.16,87.69,86.5,583861.56,1.59,1.85,87.478,89.806,88.259,618580.32,622479.64,736264.76,0.54
2020-12-15,86.99,86.99,86.3,85.37,633103.75,-1.39,-1.58,87.128,89.098,88.372,572533.14,600369.42,726666.75,0.58
2020-12-16,86.6,87.48,86.84,85.95,470704.88,0.54,0.63,86.922,88.497,88.446,561673.11,582371.09,701719.1,0.43
2020-12-17,86.96,89.06,88.98,86.53,685462.69,2.14,2.46,87.182,88.208,88.624,617615.05,599925.63,708541.98,0.63
2020-12-18,88.8,89.25,87.79,87.12,499816.0,-1.19,-1.34,87.52,87.768,88.786,574589.78,600977.73,710883.48,0.46
2020-12-21,87.0,87.75,87.05,86.01,599732.56,-0.74,-0.84,87.392,87.435,88.828,577763.98,598172.15,701681.32,0.55
2020-12-22,87.04,87.04,84.15,83.75,985959.62,-2.9,-3.33,86.962,87.045,88.785,648335.15,610434.15,725982.81,0.91
2020-12-23,84.22,85.39,84.85,83.77,550371.12,0.7,0.83,86.564,86.743,88.665,664268.4,612970.75,692316.91,0.51
2020-12-24,85.3,85.35,84.2,83.69,524790.69,-0.65,-0.77,85.608,86.395,88.418,632134.0,624874.53,673094.44,0.48
2020-12-25,83.6,83.6,83.2,81.86,691408.0,-1.0,-1.19,84.69,86.105,88.073,670452.4,622521.09,670267.11,0.64
2020-12-28,83.45,85.19,84.62,82.85,635199.5,1.42,1.71,84.204,85.798,87.802,677545.79,627654.88,625067.26,0.59
2020-12-29,84.95,86.08,85.5,84.69,519315.62,0.88,1.04,84.474,85.718,87.408,584216.99,616276.07,608322.74,0.48
2020-12-30,85.2,85.88,85.88,84.18,565707.25,0.38,0.44,84.68,85.622,87.06,587284.21,625776.31,604073.7,0.52
2020-12-31,85.59,87.68,86.98,85.59,795809.38,1.1,1.28,85.236,85.422,86.815,641487.95,636810.97,618368.3,0.73
2021-01-04,86.91,86.95,85.18,84.1,1036431.06,-1.8,-2.07,85.632,85.161,86.465,710492.56,690472.48,645725.1,0.96
2021-01-05,84.5,84.5,84.27,82.85,1054786.25,-0.91,-1.07,85.562,84.883,86.159,794409.91,735977.85,667075.0,0.97
2021-01-06,84.29,85.74,85.74,83.55,937598.5,1.47,1.74,85.61,85.042,86.044,878066.49,731141.74,670787.94,0.87
2021-01-07,85.87,86.76,86.26,84.3,1069687.25,0.52,0.61,85.686,85.183,85.963,978862.49,783073.35,698022.05,0.99
2021-01-08,86.22,87.26,86.1,85.21,1169368.0,-0.16,-0.18,85.51,85.373,85.884,1053574.21,847531.08,736202.8,1.08
2021-01-11,86.2,86.6,84.03,84.0,1098602.38,-2.07,-2.4,85.28,85.456,85.781,1066008.48,888250.52,755385.8,1.01
2021-01-12,83.88,87.82,87.82,83.33,1467556.12,3.79,4.51,85.99,85.776,85.787,1148562.45,971486.18,799570.53,1.35
2021-01-13,88.8,89.28,87.54,86.83,1390943.38,-0.28,-0.32,86.35,85.98,85.849,1239231.43,1058648.96,837462.51,1.28
2021-01-14,88.4,88.52,85.27,84.88,1379273.75,-2.27,-2.59,86.152,85.919,85.771,1301148.73,1140005.61,882890.96,1.27
2021-01-15,85.94,88.65,86.9,85.27,1587085.0,1.63,1.91,86.312,85.911,85.667,1384692.13,1219133.17,927972.07,1.47
2021-01-18,87.0,87.65,87.2,85.3,1162419.88,0.3,0.34,86.946,86.113,85.637,1397455.63,1231732.05,961102.27,1.07
2021-01-19,87.58,88.15,86.8,86.04,1103328.25,-0.4,-0.46,86.742,86.366,85.625,1324610.05,1236586.25,986282.05,1.02
2021-01-20,87.12,87.33,85.2,84.91,1319775.5,-1.6,-1.84,86.274,86.312,85.677,1310376.48,1274803.95,1002972.84,1.22
2021-01-21,85.36,85.41,84.44,83.8,1393055.38,-0.76,-0.89,86.108,86.13,85.657,1313132.8,1307140.76,1045107.06,1.29
2021-01-22,85.0,85.15,83.8,83.52,1162752.5,-0.64,-0.76,85.488,85.9,85.637,1228266.3,1306479.21,1077005.15,1.07
2021-01-25,83.7,84.88,84.88,82.58,1279801.12,1.08,1.29,85.024,85.985,85.721,1251742.55,1324599.09,1106424.8,1.18
2021-01-26,84.5,84.88,83.0,82.88,1051397.38,-1.88,-2.21,84.264,85.503,85.64,1241356.38,1282983.21,1127234.7,0.97
2021-01-27,82.98,83.91,83.04,82.58,682737.75,0.04,0.05,83.832,85.053,85.517,1113948.83,1212162.65,1135405.8,0.63
2021-01-28,82.2,82.58,80.92,80.65,1061087.25,-2.12,-2.55,83.128,84.618,85.269,1047555.2,1180344.0,1160174.8,0.98
2021-01-29,80.9,81.44,79.08,78.5,1269800.38,-1.84,-2.27,82.184,83.836,84.874,1068964.78,1148615.54,1183874.35,1.17
2021-02-01,79.1,79.74,79.27,78.37,724901.44,0.19,0.24,81.062,83.043,84.578,957984.84,1104863.7,1168297.87,0.67
2021-02-02,79.28,79.45,78.18,77.95,988364.5,-1.09,-1.38,80.098,82.181,84.274,945378.26,1093367.32,1164976.79,0.91
2021-02-03,77.74,77.74,76.54,75.3,1343843.0,-1.64,-2.1,78.798,81.315,83.814,1077599.31,1095774.07,1185289.01,1.24
2021-02-04,78.0,80.32,79.62,77.7,1416547.75,3.08,4.02,78.538,80.833,83.482,1148691.41,1098123.31,1202632.04,1.31
2021-02-05,80.0,80.28,79.72,78.61,845572.25,0.1,0.13,78.666,80.425,83.163,1063845.79,1066405.28,1186442.25,0.78
2021-02-08,79.73,80.43,78.57,78.28,796547.0,-1.15,-1.44,78.526,79.794,82.89,1078174.9,1018079.87,1171339.48,0.74
2021-02-09,78.56,78.56,78.13,76.8,914121.88,-0.44,-0.56,78.516,79.307,82.405,1063326.38,1004352.32,1143667.77,0.84
2021-02-10,77.9,79.81,79.25,77.49,919686.75,1.12,1.43,79.058,78.928,81.991,978495.13,1028047.22,1120104.94,0.85
2021-02-18,81.5,82.86,82.38,80.89,1466782.0,3.13,3.95,79.61,79.074,81.846,988541.98,1068616.7,1124480.35,1.35
2021-02-19,82.0,84.56,84.2,81.68,1240617.62,1.82,2.21,80.506,79.586,81.711,1067551.05,1065698.42,1107156.98,1.15
2021-02-22,84.25,85.29,83.0,82.58,1130341.12,-1.2,-1.43,81.392,79.959,81.501,1134309.87,1106242.39,1105553.04,1.04
